coach_type,phase,section,task
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Interior Trim/Fittings- Fit Shower & Dressing Area Floor Pan - 
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Fit Shower & Dressing Room Equipment
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Interior Trim/Fittings- Fit Shower & Dressing Room Equipment
Power Car,Completion,Coach Build,Interior Trim/Fittings- Fit Sonic Liner For Sound Attinuation
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Fit Tables In Compartments - 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Interior Trim/Fittings- Fit Tables In Compartments - 
Baggage Van,Completion,Coach Build,Interior Trim/Fittings- Fit Tables In Guards Compartment - 
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Fit Top & Bottom Bunks - 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Interior Trim/Fittings- Fit Top & Bottom Bunks - 
Baggage Van,Completion,Coach Build,Interior Trim/Fittings- Fit Tread Plates
Diner,Completion,Coach Build,Interior Trim/Fittings- Fit Tread Plates
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Fit Tread Plates
Sitter,Completion,Coach Build,Interior Trim/Fittings- Fit Tread Plates
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Fit Tread Plates
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Interior Trim/Fittings- Fit Tread Plates
Diner,Completion,Coach Build,Interior Trim/Fittings- Fit Dining Car Seats
Baggage Van,Completion,Coach Build,Interior Trim/Fittings- Fit Seats Guards Van
Sitter,Completion,Coach Build,Interior Trim/Fittings- Ffit Water Drinking Dispencer
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Ffit Water Drinking Dispencer
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Interior Trim/Fittings- Ffit Water Drinking Dispencer
Kitchen,Completion,Coach Build,Interior Trim/Fittings- Fit Window Shroud & Louvre - 
Sitter,Completion,Coach Build,Interior Trim/Fittings- Fit Window Shroud & Louvre - 
Sleeper,Completion,Coach Build,Interior Trim/Fittings- Fit Window Shroud & Louvre - 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Interior Trim/Fittings- Fit Window Shroud & Louvre - 
Baggage Van,Completion,Coach Build,Interior Trim/Fittings- Fit Wooden Floor Slats (Van)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Staff Book - Off Coach Specific - Fit Corridor & Cross Partitioning-
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Staff Book - Off Coach Specific - Fit Dvd Player 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Staff Book - Off Coach Specific - Fit  Desk & Chair In Study Room
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Staff Book - Off Coach Specific - Fit Hydroboil 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Staff Book - Off Coach Specific - Kitchen Layout- Manufacture & Fit
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Staff Book - Off Coach Specific - Lounge & Dining Layout- Manufacture & Fit
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Staff Book - Off Coach Specific - Manufacture & Fit Clothing Cabinets In Compartment
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Staff Book - Off Coach Specific - Fit Microwave Oven
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Staff Book - Off Coach Specific - Fit Tv 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Coach Build,Staff Book - Off Coach Specific - Fit Doors  ( Lounge )
Baggage Van,Stripping,Coach Build,Strip Exterior
Diner,Stripping,Coach Build,Strip Exterior
Kitchen,Stripping,Coach Build,Strip Exterior
KP-1 to Car Carrier,Stripping,Coach Build,Strip Exterior
Motor,Stripping,Coach Build,Strip Exterior
Power Car,Stripping,Coach Build,Strip Exterior
Sitter,Stripping,Coach Build,Strip Exterior
Sleeper,Stripping,Coach Build,Strip Exterior
"Staff Book Off (Lounge, Kitchen, Sleeper)",Stripping,Coach Build,Strip Exterior
Trailer,Stripping,Coach Build,Strip Exterior
Baggage Van,Stripping,Coach Build,Strip Interior
Diner,Stripping,Coach Build,Strip Interior
Kitchen,Stripping,Coach Build,Strip Interior
KP-1 to Car Carrier,Stripping,Coach Build,Strip Interior
Motor,Stripping,Coach Build,Strip Interior
Power Car,Stripping,Coach Build,Strip Interior
Sitter,Stripping,Coach Build,Strip Interior
Sleeper,Stripping,Coach Build,Strip Interior
"Staff Book Off (Lounge, Kitchen, Sleeper)",Stripping,Coach Build,Strip Interior
Trailer,Stripping,Coach Build,Strip Interior
Baggage Van,Stripping,Coach Build,Strip Roof
Diner,Stripping,Coach Build,Strip Roof
Kitchen,Stripping,Coach Build,Strip Roof
KP-1 to Car Carrier,Stripping,Coach Build,Strip Roof
Motor,Stripping,Coach Build,Strip Roof
Power Car,Stripping,Coach Build,Strip Roof
Sitter,Stripping,Coach Build,Strip Roof
Sleeper,Stripping,Coach Build,Strip Roof
"Staff Book Off (Lounge, Kitchen, Sleeper)",Stripping,Coach Build,Strip Roof
Trailer,Stripping,Coach Build,Strip Roof
Motor,Completion,Electrical,Body - Coupling Protector (Heater Cables) 
Motor,Completion,Electrical,"Body - Lens, Headlight "
Motor,Completion,Electrical,"Body - Lens, Train Number Indicator "
Baggage Van,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - 95 Square Cabling for Mainline
Diner,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - 95 Square Cabling for Mainline
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - 95 Square Cabling for Mainline
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - 95 Square Cabling for Mainline
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - 95 Square Cabling for Mainline
Sitter,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - 95 Square Cabling for Mainline
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - 95 Square Cabling for Mainline
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - 95 Square Cabling for Mainline
Baggage Van,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Electrical Conduits 
Diner,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Electrical Conduits 
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Electrical Conduits 
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Electrical Conduits 
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Electrical Conduits 
Sitter,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Electrical Conduits 
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Electrical Conduits 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Electrical Conduits 
Baggage Van,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit  Lamp Side  With L.E.D. Type
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit  Lamp Side  With L.E.D. Type
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit  Lamp Side  With L.E.D. Type
Diner,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit 220 Volt Extractor Fan In Kitchen & Diner
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit 220 Volt Extractor Fan In Kitchen & Diner
Sitter,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Communication System Speakers
Baggage Van,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Communication System Speakers
Diner,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Communication System Speakers
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Communication System Speakers
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Communication System Speakers
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Communication System Speakers
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Communication System Speakers
Diner,Completion,Electrical,"Bodywork & Attachments (Excl. Interior Trim) - Fit Desk Top Pager, Amplifier"
Baggage Van,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Install Interior Lighting  (Kit)
Diner,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Install Interior Lighting  (Kit)
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Install Interior Lighting  (Kit)
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Install Interior Lighting  (Kit)
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Install Interior Lighting  (Kit)
Sitter,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Install Interior Lighting  (Kit)
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Install Interior Lighting  (Kit)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Install Interior Lighting  (Kit)
Baggage Van,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Inter Coach Connectors (Recepticals)
Diner,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Inter Coach Connectors (Recepticals)
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Inter Coach Connectors (Recepticals)
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Inter Coach Connectors (Recepticals)
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Inter Coach Connectors (Recepticals)
Sitter,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Inter Coach Connectors (Recepticals)
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Inter Coach Connectors (Recepticals)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Inter Coach Connectors (Recepticals)
Baggage Van,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - LT Rewiring
Diner,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - LT Rewiring
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - LT Rewiring
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - LT Rewiring
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - LT Rewiring
Sitter,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - LT Rewiring
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - LT Rewiring
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - LT Rewiring
Baggage Van,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Main Buss Junction & Receptical Boxes
Diner,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Main Buss Junction & Receptical Boxes
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Main Buss Junction & Receptical Boxes
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Main Buss Junction & Receptical Boxes
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Main Buss Junction & Receptical Boxes
Sitter,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Main Buss Junction & Receptical Boxes
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Main Buss Junction & Receptical Boxes
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Main Buss Junction & Receptical Boxes
Baggage Van,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main DB 
Diner,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main DB 
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main DB 
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main DB 
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main DB 
Sitter,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main DB 
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main DB 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main DB 
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Install Solar Panel Kit
Baggage Van,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Tail Light & Wing Light (Led Type)
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Tail Light & Wing Light (Led Type)
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Tail Light & Wing Light (Led Type)
Baggage Van,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) -Fit Jumper Cables  
Diner,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) -Fit Jumper Cables  
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) -Fit Jumper Cables  
KP-1 to Car Carrier,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) -Fit Jumper Cables  
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) -Fit Jumper Cables  
Sitter,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) -Fit Jumper Cables  
Sleeper,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) -Fit Jumper Cables  
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) -Fit Jumper Cables  
Motor,Completion,Electrical,Collector - Fit Busbar Insulator Roof 
Motor,Completion,Electrical,Collector - Fit Collector Equipment
Motor,Completion,Electrical,Collector - Fit Pantograph
Motor,Completion,Electrical,Collector - Fit Insulator Pantograph
Motor,Completion,Electrical,Collector - Fit Insulator Roof Through 
Motor,Completion,Electrical,Collector - Fit Pantograph Operating Valve - Festo 
Motor,Completion,Electrical,Collector - Fit Roof Bus-Bars
Motor,Completion,Electrical,Install mini Compressor
Motor,Completion,Electrical,Doors - Fit Outside Sliding Door Mechanisms
Motor,Completion,Electrical,Doors - Fit Door Mechanisms
Motor,Completion,Electrical,Doors - Fit Air Regulator Unit
Motor,Completion,Electrical,"Electrical - Fit Led Light Saloon,Cab & Cubicle"
Motor,Completion,Electrical,"Electrical Control - A, B Bus-Line Lighting 110V Dc Jumper Cable Assembly - "
Motor,Completion,Electrical,Electrical Control - Battery & Battery Charger
Motor,Completion,Electrical,"Electrical Control - Blower Fans, Indicator Panel, "
Motor,Completion,Electrical,Electrical Control - Bulkhead Light Fitting. Add Ht Compartment Light
Motor,Completion,Electrical,Electrical Control - Cab Light Fitting 
Motor,Completion,Electrical,Electrical Control - Cab Light Fitting - 
Motor,Completion,Electrical,Electrical Control - Coach Controller Install
Motor,Completion,Electrical,Electrical Control - Compressor O/L 30Tr
Motor,Completion,Electrical,"Electrical Control - Contactors Exhc, Cc, Exhwfc Ma/Gc, Type 15Ec, "
Motor,Completion,Electrical,Electrical Control - Control Circuit Breakers S/P
Motor,Completion,Electrical,Electrical Control - Control Cut-Out Switch
Motor,Completion,Electrical,Electrical Control - Controller Master ? 
Motor,Completion,Electrical,Electrical Control - Digital Train Number Indicator ? Fit 
Motor,Completion,Electrical,"Electrical Control - Door/Bell Control Box, Fit "
Motor,Completion,Electrical,Electrical Control - Dummy Receptacle
Motor,Completion,Electrical,Electrical Control - Electrical Battery/Control Systems & Equipment
Motor,Completion,Electrical,Electrical Control - Exhauster
Motor,Completion,Electrical,Electrical Control - Main Compressor
Motor,Completion,Electrical,Electrical Control - Field Injection Transformer - 
Motor,Completion,Electrical,Electrical Control - Fit Data Logger System
Motor,Completion,Electrical,"Electrical Control - Fit Windscreen, Wiper Motor & Controller (Electric) "
Motor,Completion,Electrical,Electrical Control - Fitment Of 10M Machinery Room Equipment
Motor,Completion,Electrical,Electrical Control - Gen/Alt O/L Relay 30Tr
Motor,Completion,Electrical,Electrical Control - Generator/Alternator Overload Relay 30Tr 
Motor,Completion,Electrical,Electrical Control - Headlight Light Holder 
Motor,Completion,Electrical,Electrical Control - Headlight Switch Dim Resistor
Motor,Completion,Electrical,"Electrical Control - Headlight Switch, Fit  3 Posn. Rotary"
Motor,Completion,Electrical,Electrical Control - Headlights 
Motor,Completion,Electrical,Electrical Control - Instrument Lights Il 1-3
Motor,Completion,Electrical,Electrical Control - Interlock Boxes
Motor,Completion,Electrical,"Electrical Control - Jumper Cables Fixed, Plug, 10 Point, "
Motor,Completion,Electrical,"Electrical Control - Jumper Cables Receptacle, 10 Point, "
Motor,Completion,Electrical,Electrical Control - Knife Switches S/P & D/P
Motor,Completion,Electrical,Electrical Control - Led Light (Red) Mg /Ma & Ls 
Motor,Completion,Electrical,Electrical Control - Lighting Panel MCB
Motor,Completion,Electrical,"Electrical Control - Lighting Relay Resistor, "
Motor,Completion,Electrical,Electrical Control - Low Voltage Resistor Panel
Motor,Completion,Electrical,Electrical Control - LT Connection Bar 
Motor,Completion,Electrical,Electrical Control - LT Resistor Panel Insulation Board - Change To Thiolite
Motor,Completion,Electrical,Electrical Control - LT Wiring 10M Standard - Install
Motor,Completion,Electrical,Electrical Control - Main Lighting Switch Panel
Motor,Completion,Electrical,Electrical Control - Meter A mmeter 
Motor,Completion,Electrical,Electrical Control - Meter Line Volts 
Motor,Completion,Electrical,Electrical Control - Meter Low Voltage 
Motor,Completion,Electrical,Electrical Control - Omron Relay & Base - 
Motor,Completion,Electrical,Electrical Control - Push Button Control Box
Motor,Completion,Electrical,Electrical Control - Rectifier Unit 10 Ra 
Motor,Completion,Electrical,Electrical Control - Regulator Voltage Static - Imfuyo Fit
Motor,Completion,Electrical,"Electrical Control - Regulator Voltage Static 20Rg, 24Rg (Ma) "
Motor,Completion,Electrical,Electrical Control - Regulator Voltage Static For Mg. Fit  Imfuyo
Motor,Completion,Electrical,Electrical Control - Relay Auxiliary No Current 15Br
Motor,Completion,Electrical,Electrical Control - Relay Motor Alternator 18Er
Motor,Completion,Electrical,Electrical Control - Relay Starter Ma & Time Delay 19Er
Motor,Completion,Electrical,Electrical Control - Resistor For M/C Sparking 
Motor,Completion,Electrical,Electrical Control - Side Lamp Led Test & Re-Fit
Motor,Completion,Electrical,"Electrical Control - Side Lamp, "
Motor,Completion,Electrical,Electrical Control - Speedometer 
Motor,Completion,Electrical,Electrical Control - Switch Control Ma 15Cs
Motor,Completion,Electrical,Electrical Control - Switch Isolating Aux 17Ks
Motor,Completion,Electrical,Electrical Control - Switch Isolating Aux 17Ks - 
Motor,Completion,Electrical,Electrical Control - Switch Limit 34N
Motor,Completion,Electrical,Electrical Control - Tail Light -  Led Type
Motor,Completion,Electrical,Electrical Control - Tail Light -  With Led Type
Motor,Completion,Electrical,Electrical Control - Terminal Boards - Fit Wago Connectors
Motor,Completion,Electrical,Electrical Control - Triple Set (0-150 Meter Low Voltage) 
Motor,Completion,Electrical,Electrical Control - Triple Set (0-4000A Meter Line Volts) 
Motor,Completion,Electrical,Electrical Control - Triple Set (0-800 A Meter Ampere) 
Motor,Completion,Electrical,Electrical Control - Voltage Regulator Cut-Out Switch
Motor,Completion,Electrical,Emergency Equipment - Pantograph Hook Stick Housing
Motor,Completion,Electrical,Exhauster O/L 30Tr - 
Motor,Completion,Electrical,Heating & Ventilation -  Air Ducting
Diner,Completion,Electrical,Heating & Ventilation - Air Conditiong Frame & Condenser - (Fit To Under Frame)
Sitter,Completion,Electrical,Heating & Ventilation - Air Conditiong Frame & Condenser - (Fit To Under Frame)
Sleeper,Completion,Electrical,Heating & Ventilation - Air Conditiong Frame & Condenser - (Fit To Under Frame)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Electrical,Heating & Ventilation - Air Conditiong Frame & Condenser - (Fit To Under Frame)
Diner,Completion,Electrical,Heating & Ventilation - Air Conditioning Installation Kit - 
Sitter,Completion,Electrical,Heating & Ventilation - Air Conditioning Installation Kit - 
Sleeper,Completion,Electrical,Heating & Ventilation - Air Conditioning Installation Kit - 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Electrical,Heating & Ventilation - Air Conditioning Installation Kit - 
Motor,Completion,Electrical,Heating & Ventilation - Cab & Foot Heater - 
Motor,Completion,Electrical,Heating & Ventilation - Conduit Heater 
Motor,Completion,Electrical,Heating & Ventilation - Driver?S Swivel Type Ventilator Grill ? (Aluminium) 
Motor,Completion,Electrical,Heating & Ventilation - Fit Saloon Ceiling Ventilator Grill
Motor,Completion,Electrical,Heating & Ventilation - Fit Ventilator Grill Sleeve
Motor,Completion,Electrical,Heating & Ventilation - Foot Heater -  Elements
Motor,Completion,Electrical,Heating & Ventilation - Heater ? Fit  (10M)
Motor,Completion,Electrical,Heating & Ventilation - Heater Element - 
Motor,Completion,Electrical,Heating & Ventilation - Heater Insulators - 
Motor,Completion,Electrical,Heating & Ventilation - Heater Receptacle (Single Point) 
Motor,Completion,Electrical,Heating & Ventilation - Heating & Ventilation
Motor,Completion,Electrical,HT Frame- Install
Motor,Completion,Electrical,"Interior Trim - Install  Radio Box, Bracket & Antenna"
Motor,Completion,Electrical,Interior Trim - Radio Bracket Remove
Power Car,Completion,Electrical,"Interior Trim/Fittings- Generator Diesel - Install  (Including Alternator, Base Frame, Exhaust & Cowling)"
Baggage Van,Stripping,Electrical,Strip Exterior Electrical Components
Baggage Van,Stripping,Electrical,Strip Interior Electrical Components
Diner,Stripping,Electrical,Strip Interior Electrical Components
Kitchen,Stripping,Electrical,Strip Interior Electrical Components
KP-1 to Car Carrier,Stripping,Electrical,Strip Interior Electrical Components
Motor,Stripping,Electrical,Strip Interior Electrical Components
Power Car,Stripping,Electrical,Strip Interior Electrical Components
Sitter,Stripping,Electrical,Strip Interior Electrical Components
Sleeper,Stripping,Electrical,Strip Interior Electrical Components
"Staff Book Off (Lounge, Kitchen, Sleeper)",Stripping,Electrical,Strip Interior Electrical Components
Trailer,Stripping,Electrical,Strip Interior Electrical Components
Baggage Van,Stripping,Electrical,Strip Wiring
Diner,Stripping,Electrical,Strip Wiring
Kitchen,Stripping,Electrical,Strip Wiring
KP-1 to Car Carrier,Stripping,Electrical,Strip Wiring
Motor,Stripping,Electrical,Strip Wiring
Power Car,Stripping,Electrical,Strip Wiring
Sitter,Stripping,Electrical,Strip Wiring
Sleeper,Stripping,Electrical,Strip Wiring
"Staff Book Off (Lounge, Kitchen, Sleeper)",Stripping,Electrical,Strip Wiring
Trailer,Stripping,Electrical,Strip Wiring
Motor,Completion,Paint,Body - Grit Blast Body Shell & Underframe Equipment
Motor,Completion,Paint,Body - Internal & External Signs & Labelling
Motor,Completion,Paint,Body - Paint Coach & Autocote (Primer Incl.)
Motor,Completion,Paint,Body - Stencilling
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 1st Colour Application (Purple)
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 1st Colour Application (Purple)
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 1st Colour Application (Purple)
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 1st Colour Application (Purple)
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 1st Colour Application (Purple)
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 1st Colour Application (Purple)
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 1st Colour Application (Purple)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 1st Colour Application (Purple)
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 2nd    Colour Application (Graphite Grey)
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 2nd   Colour Application (Graphite Grey)
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 2nd   Colour Application (Graphite Grey)
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 2nd   Colour Application (Graphite Grey)
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 2nd   Colour Application (Graphite Grey)
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 2nd   Colour Application (Graphite Grey)
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 2nd   Colour Application (Graphite Grey)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 2nd   Colour Application (Graphite Grey)
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 3rd  Colour Application (Turquoise Blue)
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 3rd  Colour Application (Turquoise Blue)
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 3rd  Colour Application (Turquoise Blue)
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 3rd  Colour Application (Turquoise Blue)
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 3rd  Colour Application (Turquoise Blue)
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 3rd  Colour Application (Turquoise Blue)
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 3rd  Colour Application (Turquoise Blue)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 3rd  Colour Application (Turquoise Blue)
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 4th  Colour Application (Yellow)
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 4th  Colour Application (Yellow)
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 4th  Colour Application (Yellow)
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 4th  Colour Application (Yellow)
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 4th  Colour Application (Yellow)
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 4th  Colour Application (Yellow)
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 4th  Colour Application (Yellow)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - 4th  Colour Application (Yellow)
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Affix Decals
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Affix Decals
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Affix Decals
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Affix Decals
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Affix Decals
